pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist
5.3636,0.03282,1.23,2.02,0.23,2.58,,,,,,3159,0.119,0.164,-0.27,5.37484
40.54,0.1264,1.32,2.31,0.17,0.17,,,,,,3159,0.119,0.164,-0.27,5.37484
14.207,0.089,2.46,6.6,0.31,,,,,,,3526,0.439,0.47,-0.09,23.619
24.422,0.142,3.25,10.6,0.109,,391,,,,,4014,0.58,0.64,-0.03,6.33256
7.57686,,0.88,4,0,13.8,629,89.24,,0.0289,2.23,3770,0.5066,0.48,-0.16,10.454
3.3366496,0.0355,4.57,13.9,0.017,29.6584,593.5,89.13,0.4,0.67658704,1.8984,3600,0.547,0.539,0.2,29.4214
1.1980035,0.01589,1.264,1.86,0,59.4,773,87.95,0.336,0.11503177,0.95,3347,0.364,0.36,0.11,27.3644
15.509,0.0876,2.63,7.41,0,1.95,329.1,,,,,3347,0.364,0.36,0.11,27.3644
203.109,0.3376,14.3,146.5188956,0.4279,,,,,,,3141,0.139,0.123,-0.07,9.48637
2354,1.731,14.3,143.9762684,0.089,,,,,,,3141,0.139,0.123,-0.07,9.48637
3.9306,0.036,1.2,1.83,,12.6,518,89.228,0.307,0.0955,1.291,3505,0.337,0.342,-0.12,9.44181
9.1247,0.061,1.66,3.4,,4.45,401.2,,,,,3505,0.337,0.342,-0.12,9.44181
55.661,0.204,2.34,6.1,,0.38,219.6,,,,,3505,0.337,0.342,-0.12,9.44181
2.64561,0.0287,2.83,8.4,0.08,,,59,,,,3517,0.43,0.45,,20.3779
0.3219225,0.00709,0.699,0.633,0.06,579,1365,79.89,0.584,0.0212,0.629,3522,0.458,0.455,-0.01,9.41263
11.5301,,1.86,4.13,0.09,,,,,,,3522,0.458,0.455,-0.01,9.41263
34.369,,2.33,6.03,0.14,,,,,,,3522,0.458,0.455,-0.01,9.41263
3.0232,0.026,2.75,8,0.07,,,,,,,3324,0.281,0.27,0,13.743
2.616235,0.0252,1.09,1.75,0,17.3,568,88.442,0.11,0.11206014,1.19,3384,0.32,0.313,-0.02,15.8095
15.04,0.081,2.26,5.71,0,1.68,317,,,,,3384,0.32,0.313,-0.02,15.8095
7.02679,0.05402,1.17,1.71,,9.21,485,,,,,3579,0.426,0.426,-0.09,7.03149
6.905,0.0608,2.57,7.14,0.121,,590,,,,,3867,0.61,0.63,-0.04,16.9287
6.9442,0.0405,1.74,3.69,0,2.45,348,,,,,3273,0.19734,0.1842,-0.12,9.9105
2.65033,0.03,1.39,2.5,0,48,,,,,,3726,0.5,0.52,-0.13,18.1459
13.727,0.09,2.5,6.82,0,5.4,,,,,,3726,0.5,0.52,-0.13,18.1459
41.78,0.189,2.34,6.07,0,1.2,,,,,,3726,0.5,0.52,-0.13,18.1459
12.9394,0.07879,1.45,2.69,0.063,3.13,349.83,,,,,3719,0.3685,0.3899,-0.3621,5.675773
50.8,0.2324,2.63,7.6,0.45,,308.6,,,,,4120,0.68,0.65,0.24,11.8893
749.83,1.4,8.4,53.83,0.105,,124.7,,,,,4120,0.68,0.65,0.24,11.8893
20.129,0.111,3.33,11.07,0.11,,,,,,,3323,0.370328,0.35,,12.6631
1.6339,0.0153,1.53,2.97,,14.7,,,,,,3228,0.19,0.18,-0.19,7.23556
69.57,0.186,2.83,8.39,,0.1,,,,,,3228,0.19,0.18,-0.19,7.23556
13.352,0.082,4.22,16.57,0.37,,,,,,,3387,0.407,0.406,0.12,21.3362
7.3705,0.062,2.33,6.043,0.04,,,,,,,3461,0.5,0.48,-0.17,9.06456
5094.105,4.819,6.27,32.422,0.12,,,,,,,3461,0.5,0.48,-0.17,9.06456
36.059,0.178,2.14,5.223,0.07,,,,,,,3461,0.5,0.48,-0.17,9.06456
2.64388312,0.0291,4.17,22.1,0.13827,29.4322,686,86.44,0.736,0.6819,1.00536,3586.11,0.455,0.47,0.0991,9.75321
3459,3.53,13.1,1080.616584,0.146,,,152,,,,3563,0.483,0.486,-0.16,18.3554
9.5536,0.068,2.91,8.8,0,,406,,,,,3509,0.449,0.45,0.26,14.2358
1.46712127,0.01714,1.289,2.77,0.00086,39.2,696.3,89.39,0.12,0.13871,1.0158,3317,0.3243,0.312,-0.15,8.07426
,43.5,12.10569916,1271.3,,,510,,,,,6234,1.26,1.22,0.28,17.5299
5300,4.85,,587.982553,0.27,,,,,,,3720,0.53,0.54,-0.15,16.6374
140.43,0.422,2.13,5.2,0.45,0.28,202,,,,,3728,0.5,0.51,-0.14,7.61778
8.70874,0.0668,2.41,6.37,0,9.9,451,,,,,3641,0.529,0.528,-0.08,10.4092
32.761,0.1617,2.3,5.89,0,1.692,290.5,,,,,3641,0.529,0.528,-0.08,10.4092
5.3686,0.0399,4.79,20.5,0.0342,,,47,,,,3500,0.302,0.295,-0.08,6.2981
12.9211,0.0718,2.5,6.81,0.032,,,47,,,,3500,0.302,0.295,-0.08,6.2981
3.1481,0.02799,1.38,2.48,0.012,,,47,,,,3500,0.302,0.295,-0.08,6.2981
14.628,0.078361,1.49,2.82,0.13,,,,,,,3499,0.31,0.3,-0.38,6.47249
600.1,1.112,10.8,81.99972901,0.083,,,,,,,3734,0.5,0.51,-0.15,10.3796
7.203,0.050431,2.25,5.68,0.2,,,,,,,3350,,0.33,-0.55,7.24396
28.14,0.125,1.77,3.8,0.02,,,,,,,3350,,0.33,-0.55,7.24396
62.24,0.213,1.45,2.7,0.02,,,,,,,3350,,0.33,-0.55,7.24396
39.026,0.156,1.45,2.7,0.03,,,,,,,3350,,0.33,-0.55,7.24396
256.2,0.549,1.99,4.6,0.08,,,,,,,3350,,0.33,-0.55,7.24396
4.6938,0.039,3.33,11.09,0.2,,,,,,,3600,0.36463,0.35,-0.28,4.54896
1051.44521,1.735,12.8,1840.862133,0.319,,,48.919,,,,3734,0.69,0.626,0.23,16.0272
13921.42302,9.726,12.3,4288.140867,0.295,,,33.69,,,,3734,0.69,0.626,0.23,16.0272
3.60076,0.039,1.78,3.81394088,0.192,,,,,,,3734,0.69,0.626,0.23,16.0272
35.47358,0.181,2.47,6.67439655,0.152,,,,,,,3734,0.69,0.626,0.23,16.0272
17281.66514,10.138,12,7977.493016,0.381,,,21.984,,,,3563,0.45933,0.456,,9.67315
17.478,0.08,1.93,4.4,0.08,,,,,,,3028,0.298255,0.27,,5.00671
57.32,0.176,2.89,8.7,0.1,,,,,,,3028,0.298255,0.27,,5.00671
24.16,0.1344,2.95,9,0,,,,,,,3816,0.54,0.55,-0.15,14.3155
38.142,0.163,4.32,17.2,0.17,,,,,,,3413,0.4183,0.4,0.0631,4.54939
727.562,1.165,4.14,16,0.4,,,,,,,3413,0.4183,0.4,0.0631,4.54939
19.466,0.119,3.77,13.64,0.12,,401,,,,,3837,0.56,0.57,-0.14,15.5575
5.101284,0.04685,3.27,10.75,0.577,23.32,611,,,,,3799,0.52226,0.5271,-0.02,16.9658
2.37756,0.029,1.53,2.96,0.24,79,829,,,,,3913,0.56,0.58,0.08,11.1017
0.9263237,0.01406,1.331,1.9,,130,940,87.7,0.3,0.0952,0.93,3600,0.4144,0.413,-0.28,12.0445
6.64064,0.0523,2.28,5.8,,9.5,490,,,,,3600,0.4144,0.413,-0.28,12.0445
3853,3.7,13.8,314.6501229,0.05,,,51,,,,3472,0.441557,0.45,-0.3,4.96435
1925.31,2.32,13.9,283.8207675,0.029,,,,,,,3467,0.45,0.45,0.09,8.80058
5990,4.95,13.8,314.6501229,0.092,,,,,,,3467,0.45,0.45,0.09,8.80058
15.76491,0.11,12.9,1404.8086,0.04,,,,,,,5182,0.77,0.93,-0.22,10.7836
61.1166,0.208317,13.3,723.2235,0.0324,,,59,,,,3293.74,0.3,0.32,0.2129,4.67517
30.0881,0.12959,14,226.9846,0.25591,,,59,,,,3293.74,0.3,0.32,0.2129,4.67517
1.93778,0.02080665,2.51,6.83,0.207,,,59,,,,3293.74,0.3,0.32,0.2129,4.67517
124.26,0.3343,3.92,14.6,0.055,,,59,,,,3293.74,0.3,0.32,0.2129,4.67517
9.2619,0.0683,1.8,3.9,0.14,7.8,426,,,,,3688,0.468,0.495,-0.06,3.28679
21.784,0.121,2.43,6.5,0.17,2.5,320,,,,,3688,0.468,0.495,-0.06,3.28679
50.77,0.212,2.34,6.1,,0.81,241,,,,,3688,0.468,0.495,-0.06,3.28679
4.4249,0.0417,1.12,1.46,,20.9,544,,,,,3688,0.468,0.495,-0.06,3.28679
284.39,0.63965,13.3,718.2921998,0.35,,,69.2,,,,3345,0.394682,0.43599,,6.26022
,12000,12.4,3496.112477,,,,,,,,3976,0.716187,1.08,-0.63,20.8065
771.36,0.88,9.6,66.74396547,0.46,,,,,,,3154,0.164,0.15,-0.13,4.471
13.4586,0.0943,3.48,11.9,0.49,,,,,,,3811,0.626041,0.62,,23.8839
73.94,0.291,4.67,19.66,0.44,,,,,,,3785,0.580612,0.6,0.14,11.9315
18.27,0.1139,3.07,9.65,0.29,,453.04,,,,,3836,0.57,0.59,0.05,30.6203
19240.75467,12.319,12.5,2988.540511,0.155,,,155.326,,,,4263,0.662662,0.67,,20.5121
2965,2.921,14.2,172.580825,0.218,,,,,,,3528,0.362,0.358,-0.2,15.9211
1.208974,0.0189,1.44,4.28,0,318,1035.01,87.6,0.3,0.0586,1.25976,4236,0.58,0.62,-0.29,29.661
3.648103,0.0395,1.13,1.86,0,73,715.94,89.09,0.23,0.0361,1.8264,4236,0.58,0.62,-0.29,29.661
6.20183,0.053,1.98,3.02,0,34.9,675,87.41,0.891,0.0957,1.2264,4236,0.58,0.62,-0.29,29.661
1.744579,0.0338,16.47720163,6261.219618,0,4650,2300,79.9,0.82,0.9,2.09,7000,1.56,1.68,0.35,655.013
,100,33.6,6356,,,2650,,,,,4360,1.94153,0.7,-0.35,151.169
,320,20.1762,5000,,,2300,,,,,4200,0.90484,0.9,-0.06,108.5
,2000,14.179,3591.3,,,1050,,,,,4031.81,0.450458,0.325,0.1,47.5501
3.052524,0.04047,13.77583728,533.9517238,,426.5351,1159.07,85.73,,1.58532048,2.2564388,5470,0.952,0.949,,363.66
3.6915224,0.0467,14.81827249,259.6658085,,512.0235,1213.23,85.21,,1.63160232,2.720758,5720,1.064,1,,209.229
571.3,,12.4,3750.375203,0.338,,,116.9,,,,4034,0.624,0.644,0.05,73.4829
358.62,,12.1,6633.078854,0.6423,,,129.7,,,,3447,0.345,0.339,-0.18,41.1813
,1.4,14.1,187.8365885,,,,,,,,,,1.145,,1270
3.822,0.039435,3.66,13.02,0.109,,830,,,,,3879,0.56,0.56,0.06,14.9545
6.02,0.0531,2.83,8.4,,,,,,,,3842,0.543,0.55,0.05,11.9324
13.8508,0.0905,2.24,5.63,0.363,,,,,,,3805,0.511,0.515,0.13,9.8528
15.53,0.091,2.46,6.624,0.05,,379,,,,,3656,0.427,0.426,-0.23,8.15728
11.2201,0.068,1.48,2.78,0,,,,,,,3433,0.351,0.33,-0.19,3.5214
12.761418,0.067,0.93,0.95,0.24,1.62,314.6,89.25,0.75,0.12152496,1.2,3328,0.265,0.255,-0.24,12.21
4.46529976,0.05561,14.784671,166.86075,0,259.687,1322,85.634,0.7501,1.444,2.85,5980,1.174,1.151,0.13,158.979
4.888,0.05258,4.36,25,0.251,100.77,838,89.027,0.227,0.43421,2.35562,4653,0.683,0.811,0.31,37.7647
3361,4.1,13.2,851.7801308,0.652,,,33.1,,,,4653,0.683,0.811,0.31,37.7647
3.2130598,0.0384,10.749,67.059,0,118.075,963,89,0.211,1.977,2.3376,4650,0.701,0.733,-0.29,142.751
2.91625,0.04383,14.258,270.462,0.0133,1978.5245,1740,83.4,0.679,0.72577025,3.28681,5653,1.756,1.32,0.46,246.81
446.27,1.258,12.3,4538.421,0.6616,,340,,,,,5653,1.756,1.32,0.46,246.81
4.62767,0.0596,15.91678,1093.3352,0.11,1038.78,1624,83.5,0.9072,0.65,2.1888,6600,1.82,2.65,0.11,222.663
10.8635,0.0965,11.88154,616.5902,0.19,79.7578,904,89.1,0.342,1,5.484,5568,1.07,1,0.22,192.516
2.77596727,0.0413,14.68376472,1341.56043,0.0462,1597.59,1566,88.4,0.22,1.3613,3.0624,6140,1.158,1.218,0.17,226.637
10.33852,0.0892,11.76945,184.3414,0.35,110.512,800,89.2,0.47,1.5,3.994,5246,0.87,0.99,0,92.3831
5584,5.6,13.1,1080.6,0.39,,,,,,,5336.96,0.838682,0.92,0.0512,92.3831
5.508023,0.0559,11.153,62.61,0.084,82.2407,852,88.8,0.324,2.15847573,2.7144,4803,0.749,0.77,0.1,161.4
4.00878322,0.04599,11.29865255,88.03846874,0.07,154,981.2,89.52,0.404,2.14837462,2.8368,4962,0.773,0.807,0.166,202.078
5.6335158,0.06814,10.659759,2866.812231,0.5172,588.518,1540,86.16,0.457,0.5651,4.2888,6380,1.39,1.33,0.18,127.774
8500,,12.4,3400.763955,0.37,,,90,,,,6412,1.416,1.33,0.12,127.774
2.875317,0.0361,9.718,2302.899,0.015,85.1168,970,86.8,0.631,0.9898,1.848,4595,0.694,0.756,0.35,71.0374
4.12448,0.05037,12.44199,1547.8321,0.23,459.542,1367,87.2,0.615,0.9,3.672,5588,1.21,1.24,0.01,277.278
3.21222,0.0414,12.89035,785.0401,0.02,325.569,1463,86.9,0.466,1.1,2.653,5302,1.11,1.13,0.24,81.7647
1.212884,0.0232,15.334,664.237,0.106,2796.2342,2056,85.1,0.324,1.0536,2.1792,5905,1.203,1.13,0.15,364.813
3.35524,0.04651,14.5717,238.3725,0.07,1294.929,1637,88.6,0.189,0.94,3.694,6373,1.38,1.37,-0.16,415.344
3.65281514,0.0466,12.722215,180.84527,0.023,325,1182,88.22,0.347,0.0161,2.81304,5519,0.919,1.012,0.294,300.384
4.23452,0.04748,7.06167,22.2481,0.12,185.0743,1080,88.6,0.303,0.54,2.4552,5079,0.87,1.12,-0.04,141.837
3.039577,0.04,11.43,197.05,0,336.0384,1091.99,85,0.87,1.43,1.68,5316,0.864673,0.916,0.3,199.173
3.257215,0.0434,13.585,198.953,0.051,554.7122,1384,88,0.299,1.4719,3.2184,5680,1.103,1.025,0.12,401.319
5.72319,0.0667,13.11453,279.6904,0.09,433,1281,87.1,0.591,0.86,3.8928,6087,1.3,1.45,0.21,313.576
2.8997,0.03866,10.53646,206.5895,0,176.587,1189,87.24,0.615,1.2,2.0808,5185,0.87,1.06,0.27,134.554
2.8106,0.0419,16.14096,263.7989,0.04,1467.9573,1630,83.6,0.854,1.3,2.2499254,6304,1.31,1.55,0.13,213.985
5.00542,0.061,12.21781,721.4741,0.25,746.9025,1450,87.1,0.723,0.65,4.9057646,6065,1.39,1.31,0.15,344.05
2.1500082,0.03397,22.19382,216.1244,0.159,1841,1835.7,88.98,0.083,2.216,3.12048,6001,1.367,1.132,-0.16,289.205
3.47447,0.04995,20.73665,292.4036,0,1701.38,1782,87.2,0.325,1.1,4.4136,6446,1.79,1.82,0.05,396.11
5.452654,0.06774,13.417173,1058.3739,0.432,433.78,1520,87.1,0.126,0.775,3.1752,6442,1.53,1.392,0.22,249.325
3.646706,0.04978,14.930388,335.62848,0.02,999.6688,1581,87.3,0.357,0.89945737,3.936,6096,1.435,1.236,0.11,506.965
1.32734683,0.0241,14.313893,587.413406,0.063,1821,1780.97,87.13,0.25,1.885,2.232,5620,1.041,1.03,0.25,294.419
2.797436,0.0379,13.204,371.528,0.058,412.3914,1271,86.9,0.505,1.899,2.3304,5500,0.877,0.929,0.03,390.594
4.640382,0.0523,9.247,84.857,0.067,243.0337,1082,88.3,0.372,0.99549099,3.0408,5330,0.923,0.886,0.06,255.206
3.54387,0.0509,17.609,190.372,0,1915.6934,1752,87,0.349,0.999,4.188,6430,1.625,1.404,0.19,697.004
3.056536,0.04438,14.28,213.255,0,1438,1686,89.91,0.01,0.7798,4.224,5860,1.596,1.248,0.24,320.451
4.45724,0.0608,17.03768,152.5584,0,1747.4151,1770,88.3,0.174,0.65,6.1368,6080,1.94,1.03,0.22,464.469
2.69405,0.04258,22.97845,378.2177,0,2485.0721,1941,87.7,0.222,1.1,3.6552,6390,2.05,2.56,0.21,348.185
4.641878,0.0575,14.348,331.801,0,684.0973,1428,85.9,0.577,0.75254475,4.0344,5743,1.53,1.178,0.27,405.238
3.3326414,0.0444,13.63,210.395,0,521.877,1353,88.7,0.07,1.7008,3.125,5693,1.08,1.03,0.2,528.825
4.301219,0.0507,13.922,111.871,0.044,185.119,1108,89.1,0.172,2.205,3.1248,5295,0.949,0.942,0.33,347.85
872.2,1.752,13,1271.3,0.494,,,,,,12.072,5295,0.949,0.942,0.33,347.85
3.128992,0.0452,15.984,283.492,0.049,1052.239,1652,87.8,0.281,1.34262063,3.4464,6330,1.319,1.259,0.07,298.64
4.463129,0.0577,14.392,156.684,0.123,1405.4798,1458,85.5,0.626,0.79838271,3.0984,6120,1.396,1.284,0.3,290.736
2.69155,0.04378,17.82231,699.226,0,4392.03,2131,86.2,0.34,0.63,4.1088,6820,2.06,2.22,0.07,350.351
2.78849,0.04073,13.56289,311.4734,0,850.6754,1517,86.75,0.425,1.2,2.9462464,5960,1.12,1.04,0.24,303.336
3.1220109,0.0453,14.437192,429.0705,0.115,2108.4362,1862,83.65,0.629,0.6304917,3.6744,6280,1.698,1.273,-0.18,515.458
4.21802091,0.05042,13.50682174,97.57332095,0.07,310,1168.2,89.28,0.277,1.85276525,3.3672,5453,0.995,0.961,0.302,440.089
2.7535953,0.03694,11.309881,259.98494,0.047,227.759,1218,87.02,0.461,1.446,2.4072,5131,0.893,0.887,0.28,361.155
1.9616241,0.03159,14.773462,471.65972,0.134,1400.0226,1778,86.2,0.38,1.40862146,2.7936,5956,1.209,1.093,0,666.802
3.799847,0.04117,10.581296,241.5508,0.074,88.6713,818,87.04,0.741,2.5455085,1.8114914,4390,0.617,0.645,-0.127,143.651
3.5852313,0.04628,14.84069045,189.4257306,0.17,583,1367,86.8,0.392,1.69092285,2.9352,5804,1.105,1.028,0.003,511.388
2.79083,0.0423,16.92559,734.1873,0.29,3515,1840,82.13,0.8725,1.1,2.2599869,6566,1.47,1.42,0,320.639
2.4653,0.0406,19.50366,448.1403,0,2726.6328,2200,88.26,0.177,0.94,3.49872,6330,1.85,2.77,-0.25,279.86
4.0138379,0.04994,14.93036229,118.2321674,0.073,1146,1622,85.64,0.534,0.85614395,4.15,6078,1.53,1.031,-0.224,515.59
4.1419771,0.05064,12.58768533,489.4557468,0.03,441.4,1277.8,85.18,0.8299,1.01309412,2.339,5678,1.1038,1.008,0.217,265.471
3.85298,0.05239,16.58932,419.5356,0,1099.44,1675,85.51,0.602,0.87,3.5064,6570,1.62,1.79,-0.13,275.358
4.7947813,0.06277,18.28184752,182.4335056,0.25,1634,1772,83.75,0.668,0.6864,5.035,6212,2.197,1.435,0.037,233.22
1.90231289,0.0301,10.07687365,335.9446262,0.113,849.5,1505,83.62,0.767,1.07178932,1.658,5587,0.938,1.004,0.194,338.84
2.6453235,0.03772,12.02723629,241.8674177,0.101,867.2,1512,87.93,0.25,1.04568418,3.103,5629,1.17,1.023,0.414,348.815
3.377728,0.04294,12.5428494,195.1466419,0.069,387.4,1237,88.45,0.262,1.7290435,2.933,5400,0.9661,0.925,0.251,403.458
4.007232,0.05387,19.08889413,184.3404761,0.101,1611,1766,88.01,0.232,1.036,4.925,6457,1.735,1.298,-0.113,651.897
2.60544751,0.04042,18.05766791,176.0769375,0.304,1821,1818,88.3,0.464,1.11399639,4.3656,5872,1.666,1.297,0.208,738.519
2.972086,0.04363,17.82231,248.86089,0.09,1939.51,1896,86.2,0.33,0.644,4.6992,6002,1.881,1.255,0.035,935.456
4.8101069,0.06505,23.9872187,143.0227832,0,2029.17,1903,88.8,0.46,0.6965,6.9888,6640,2.62,1.73,0.14,371.686
2.29840551,0.02996,12.016048,230.10892,0.041,184.8,1027.8,88.73,0.212,3.08320537,2.0868,4508,0.6701,0.6785,-0.059,202.152
4.7869491,0.06555,18.786284,1137.8314,0,2320.18,1930,87.19,0.366,0.7627,5.1264,7394,1.926,1.648,-0.069,341.263
2.20474,0.03809,16.92559,584.8072,0,4353.408,2733,83.11,0.496,0.6,3.88216,6389,2,1.56,0.26,341.079
2.74432452,0.04739,20.96083,2154.8874,0,5405.6,2562,96.5,-0.629,0.8443,3.48,8450,1.858,1.89,-0.059,330.739
3.07634,0.04496,15.6926,406.8224,0,1519.9645,1713,87.8,0.32,0.83,3.9016058,6200,1.57,1.27,0.01,211.553
3.92281072,0.05287,15.614137,238.05467,0.084,931,1540,86.44,0.51,1.144,3.36,6350,1.338,1.281,0.12,455.203
3.446459,0.0444,14.594,589.55,0.12,489.9461,1359,85.6,0.633,1.63207912,2.4168,5870,1.038,0.986,-0.06,283.971
3.312846,0.04491,10.861521,167.17858,0.501,836.8558,1407,87.79,0.34,0.94731664,3.0072,5880,1.105,1.101,0.15,534.889
3.619188,0.0507,18.03,263.7989,0.34,1027.296,1596,89.03,0.14,1.3734,4.36848,6563,1.54,1.33,0.03,944.603
3.142702,0.0441,7.76,759.6137,0.085,566.4817,1446,82.27,0.43,0.4291,4.52376,6357,1.17,1.16,-0.1,746.138
3.0440499,0.04057,13.585308,172.58169,0.181,315.9878,1244,88.55,0.249,2.28070102,2.63472,5523,0.887,0.962,0.05,421.855
2.7667641,0.03815,11.646151,340.39593,0.142,505.884,1276,88.83,0.18,1.49474388,2.64216,5346,0.933,0.967,0.33,513.011
1.74748753,0.02712,12.385945,689.6911,0.126,2201.3363,1505,87.13,0.317,1.67797987,2.26968,5311,0.922,0.871,0,1139.55
2.686502,0.03744,14.5717,1039.3041,0,994.8095,1592,83.53,0.732,1.21353375,2.6208,5738,1.238,0.97,-0.1,757.044
16.254611,0.1308,8.709393,425.25654,0.029,72.7,814,89.08,0.432,0.495,4.8264,5846,1.091,1.131,0.3,400.331
0.83784,0.0174,14.896761,629.144485,0.166,2990,2069.48,85.29,0.3,2.13557851,1.944,5600,1.02,1.037,0.28,624.368
1.35413379,0.02317,12.57647635,435.4249176,0,950.0563,1550,87.83,0.271,2.00395507,2.0688,5227,0.876,0.904,0.15,341.925
4.7228124,0.05025,10.682177,870.8542,0.079,111.299,858,87.96,0.536,2.26753813,2.1912,4803,0.689,0.759,0,229.518
2.1605156,0.03397,20.84874,467.2101,0.114,994.8004,1654,81.02,0.949,1.37748795,1.8048,5780,1.199,1.121,0.28,639.004
1.3484978,0.0238,15.636555,718.2958,0,2706.9606,2166,85.97,0.276,1.84637637,2.4074261,6125,1.12,1.07,-0.229,494.182
4.2986432,0.05163,14.12334,194.82979,0.176,454.8721,1277,86.93,0.538,1.52757585,3.204,5715,1.107,0.994,0.02,471.158
3.3023881,0.04735,19.61575,206.5895,0.245,2236.5716,1918,86.2,0.33,0.80276122,5.2152,6071,2.04,1.299,-0.02,861.843
4.637038,0.0611,16.8135,168.4499,0.581,1342.5733,1659,87.3,0.36,0.77659973,4.8312,6438,1.74,1.415,0.09,816.988
3.1810781,0.04131,13.383546,213.58176,0.202,,1253,86.17,0.643,2.11924633,2.3544,5498,0.922,0.929,0.01,535.383
4.6058749,0.05475,14.022459,207.54299,0.158,356,1212,87.37,0.502,1.37930349,3.2112,5670,1.073,1.032,0.16,353.891
3.547851,0.0485,15.48,340.382,0,1212.0044,1648,86.2,0.497,1,3.5856,6351,1.404,1.209,-0.157,411.211
3.1743516,0.04354,13.170575,224.38798,0.096,718.9097,1414,86.84,0.487,1.54573248,2.7504,5943,1.061,1.093,0.06,342.14
3.37796,0.0478,18.38276,279.6904,0.233,1619.406,1823,85,0.48,0.71987471,4.5936,6050,1.87,1.275,0,773.974
2.8126548,0.04024,14.000041,292.4036,0.471,614.5934,1437,87.1,0.4,1.39940625,2.8536,5700,1.097,1.099,0.39,745.116
2.5495551,0.03727,13.78707,378.85336,0.08,757.1284,1429,87.62,0.33,1.49214022,2.676,5659,1.022,1.062,0.29,248.46
2.1061607,0.03166,16.02887,299.07803,0.108,691.8428,1445,82.28,0.937,1.21422239,1.5552,5380,0.98,0.955,0.25,508.842
1.8209993,0.03199,16.409976,388.38826,0.306,2440.7,2037,86.9,0.26,1.234,3.1176,6300,1.433,1.317,0.21,514.555
4.175186,0.0523,12.92,1022.14128,0.105,561,1203,87.61,0.17,1.3791,3.3792,5950,1.1,1.1,0.15,856.436
4.3315366,0.04913,6.792654,31.46517,0,229.7,1085,89.33,0.14,,2.9136,5326,0.877,0.843,0.051,211.896
4.375021,0.05036,6.882326,23.51942,0,464.7,1294,87.21,0.476,0.32709829,3.216,5732,1.105,0.89,-0.102,343.525
4.5776348,0.06007,17.59813,200.2329,0.275,1547.1014,1645,84.98,0.696,1.08694903,3.732,6572,1.621,1.379,0,878.521
2.516729,0.0362,11.433,420.471,0.013,558.828,1315,88.5,0.217,1.64065457,2.5272,5403,0.925,1.001,0.43,416.459
3.2642736,0.04997,17.71022,505.3497,0.312,3163.3762,2101,85.8,0.35,0.50115725,5.3304,6460,2.26,1.561,0.01,1342.29
4.193649,0.0583,14.90797,3082.951,0.38,1300.3125,1710,80.4,0.849,0.48041573,2.196,6424,1.71,1.496,0.47,737.668
2.292102,0.03689,15.6926,597.5204,0.229,1637.2058,1856,85.1,0.46,1.05852906,3.2664,6060,1.48,1.273,0.22,800.377
4.3888497,0.04944,13.22662,82.95363,0.173,192.2328,1003,89.24,0.172,2.49645478,2.98848,5099,0.812,0.837,0.05,362.273
2.7439004,0.03649,11.960003,177.9848,0.279,306.417,1161,84.65,0.862,1.3852398,1.6512,5080,0.847,0.86,0.32,446.035
4.1876244,0.05511,14.414774,222.481,0.24,811.3504,1518,85.61,0.689,1.09061857,3.0456,6450,1.315,1.272,0.02,772.11
4.7423729,0.05367,10.121727,54.98459,0.559,209.7699,1054,87.32,0.634,1.2650811,2.4336,5495,0.853,0.917,-0.06,453.808
3.9228038,0.04269,12.520453,117.27927,0.088,87.73,852.9,87.08,0.7127,3.15109005,2.00232,4512,0.6564,0.674,-0.113,300.67
3.1316666,0.03769,8.9672,77.23269,0.162,137.6,954.6,89.58,0.083,1.49156944,2.34576,4546,0.7152,0.7279,0.186,263.609
4.1480467,0.04515,8.574885,112.19399,0.071,80.45,834.8,88.27,0.42,1.2886988,2.346,4405,0.6977,0.7133,0.208,324.413
4.763387,0.0542,10.223,75.323,0.019,183.2395,1025,89.3,0.158,1.31606298,2.9856,5304,0.871,0.936,0.19,246.384
3.8297015,0.05046,12.66617,123.9537,0.516,625.3023,1275.39,87.54,0.421,1.22998939,3.0792,5990,1.117,1.168,,756.742
3.3488702,0.04639,15.80469,244.09344,0.33,740.2246,1553,87.1,0.3,1.09871748,3.3216,5758,1.44,1.187,,389.57
1.36665436,0.02498,15.490838,711.9392,0.246,1310.22,1834,84.7,0.481,2.107,2.0904,6010,1.046,1.111,-0.2843,555.134
3.8537768,0.04753,15.02006,189.10885,0.33,471.61,1312,88.78,0.198,1.865,3.5064,5644,1.101,0.964,,585.77
2.5441765,0.037,11.37711541,239.3247905,0,476.965,1429,83.67,0.715,0.678,2.468,5621,1.23,1.05,0.37,748.585
4.2042001,0.05412,14.022459,292.72143,0.092,355.909,1367,86.32,0.662,1.208,2.78376,6214,1.126,1.1955,0.108,609.838
4.324799,0.06043,18.920792,191.33366,0.019,1080.87,1902,83.29,0.69,0.638,4.6416,6536,2.201,1.573,0.19,564.409
2.350621,0.03493,12.767051,1000.21101,0.028,570.233,1413.4,87.88,0.29,1.594,2.48856,5587,0.96,1.026,0.268,279.485
4.2180896,0.05798,12.273855,327.3649,0.168,382.7103,1721,85.69,0.655,0.78820701,3.18,7175,1.433,1.461,,403.591
